"hospital","year","variable","value"
"murray calloway county hospital",2008,"inpatient_days",21760
"northkey community care intensive serv",2008,"inpatient_days",6170
"norton audubon hospital",2008,"inpatient_days",66502
"norton hsp/kosair chdrn hsp/norton",2008,"inpatient_days",159057
"norton suburban hospital",2008,"inpatient_days",80707
"our lady of bellefonte hospital",2008,"inpatient_days",30548
"our lady of peace",2008,"inpatient_days",77814
"owensboro medical health system",2008,"inpatient_days",72477
"parkway regional hospital",2008,"inpatient_days",3926
"pattie a clay regional medical ctr",2008,"inpatient_days",16073
"paul b hall regional medical center",2008,"inpatient_days",16991
"pikeville medical center",2008,"inpatient_days",37953
"pineville community hospital",2008,"inpatient_days",13661
"regional medical center of hopkins co",2008,"inpatient_days",39297
"ridge behavioral health system",2008,"inpatient_days",26852
"rivendell behavioral health services",2008,"inpatient_days",30454
"river valley behavioral health",2008,"inpatient_days",17920
"rockcastle hospital",2008,"inpatient_days",5001
"saint joseph east",2008,"inpatient_days",29625
"saint joseph hospital",2008,"inpatient_days",86506
"saint joseph hospital london",2008,"inpatient_days",28350
"saints mary and elizabeth hospital",2008,"inpatient_days",57573
"shriners hosp for children",2008,"inpatient_days",4944
"spring view hospital",2008,"inpatient_days",7766
"st claire medical center",2008,"inpatient_days",20817
"st elizabeth medical center south",2008,"inpatient_days",136477
"st joseph mount sterling hosp",2008,"inpatient_days",7226
"st luke hospital east",2008,"inpatient_days",34789
"st luke hospital west",2008,"inpatient_days",37466
"t j samson community hospital",2008,"inpatient_days",26757
"taylor regional hospital",2008,"inpatient_days",12019
"ten broeck dupont",2008,"inpatient_days",18212
"ten broeck hospital",2008,"inpatient_days",28460
"the medical center at bowling green",2008,"inpatient_days",76855
"three rivers medical center",2008,"inpatient_days",17212
"twin lakes regional medical center",2008,"inpatient_days",11696
"ukhealthcare good samaritan hospital",2008,"inpatient_days",30470
"university of ky hospital",2008,"inpatient_days",148876
"university of louisville hospital",2008,"inpatient_days",100541
"western baptist hospital",2008,"inpatient_days",64408
"western state hospital",2008,"inpatient_days",36850
"westlake regional hospital",2008,"inpatient_days",6528
"whitesburg arh hospital",2008,"inpatient_days",14152
"williamson arh hospital",2008,"inpatient_days",15502
"baptist hospital east",2009,"inpatient_days",125197
"baptist hospital northeast",2009,"inpatient_days",13434
"baptist regional medical center",2009,"inpatient_days",43459
"bourbon community hospital",2009,"inpatient_days",7922
"central baptist hospital",2009,"inpatient_days",84932
"central state hospital",2009,"inpatient_days",32829
"clark regional medical center",2009,"inpatient_days",7369
"clinton county hospital",2009,"inpatient_days",9440
"crittenden health system",2009,"inpatient_days",5711
"cumberland hall",2009,"inpatient_days",17317
"eastern state hospital",2009,"inpatient_days",50851
"ephraim mcdowell reg medical ctr",2009,"inpatient_days",34577
"flaget memorial hospital",2009,"inpatient_days",7292
"fleming county hospital",2009,"inpatient_days",6546
"frankfort regional medical center",2009,"inpatient_days",16804
"georgetown community hospital",2009,"inpatient_days",7855
"greenview regional hospital",2009,"inpatient_days",13592
"hardin memorial hospital",2009,"inpatient_days",56438
"harlan arh hospital",2009,"inpatient_days",18673
"harrison memorial hospital",2009,"inpatient_days",5917
"hazard arh regional medical center",2009,"inpatient_days",72900
"highlands regional medical center",2009,"inpatient_days",29162
"jackson purchase medical center",2009,"inpatient_days",17225
"jennie stuart medical center",2009,"inpatient_days",31583
"jewish hospital",2009,"inpatient_days",121322
"jewish hospital shelbyville",2009,"inpatient_days",9330
"kentucky correctional psychiatric ctr",2009,"inpatient_days",20514
"kentucky river medical center",2009,"inpatient_days",10398
"kings daughters medical center",2009,"inpatient_days",106340
"lake cumberland regional hospital",2009,"inpatient_days",62284
"lincoln trail behavioral health system",2009,"inpatient_days",21941
"logan memorial hospital",2009,"inpatient_days",7286
"lourdes hospital",2009,"inpatient_days",51137
"meadowview regional medical center",2009,"inpatient_days",11066
"memorial hospital",2009,"inpatient_days",8834
"methodist hospital",2009,"inpatient_days",25294
"middlesboro arh hospital",2009,"inpatient_days",10176
"monroe county medical center",2009,"inpatient_days",9252
"muhlenberg community hospital",2009,"inpatient_days",8651
"murray calloway county hospital",2009,"inpatient_days",19227
"northkey community care intensive serv",2009,"inpatient_days",7189
"norton audubon hospital",2009,"inpatient_days",63921
"norton brownsboro hospital",2009,"inpatient_days",2927
"norton suburban hospital",2009,"inpatient_days",73300
"our lady of bellefonte hospital",2009,"inpatient_days",29342
"our lady of peace",2009,"inpatient_days",77055
"owensboro medical health system",2009,"inpatient_days",72767
"parkway regional hospital",2009,"inpatient_days",3984
"pattie a clay regional medical ctr",2009,"inpatient_days",15623
"paul b hall regional medical center",2009,"inpatient_days",17709
"pikeville medical center",2009,"inpatient_days",40034
"pineville community hospital",2009,"inpatient_days",14374
"regional medical center of hopkins co",2009,"inpatient_days",37921
"ridge behavioral health system",2009,"inpatient_days",28846
"rivendell behavioral health services",2009,"inpatient_days",38326
"river valley behavioral health",2009,"inpatient_days",18728
"rockcastle hospital",2009,"inpatient_days",4830
"saint joseph east",2009,"inpatient_days",28598
"saint joseph hospital",2009,"inpatient_days",87981
"saint joseph hospital london",2009,"inpatient_days",28238
"saints mary and elizabeth hospital",2009,"inpatient_days",52770
"shriners hosp for children",2009,"inpatient_days",3957
"spring view hospital",2009,"inpatient_days",6732
"st claire medical center",2009,"inpatient_days",23610
"st elizabeth florance",2009,"inpatient_days",35018
"st elizabeth ft thomas",2009,"inpatient_days",31239
"st elizabeth medical center south",2009,"inpatient_days",136983
"st joseph mount sterling hosp",2009,"inpatient_days",6637
"t j samson community hospital",2009,"inpatient_days",24325
"taylor regional hospital",2009,"inpatient_days",12728
"the brook hospital",2009,"inpatient_days",24737
"the brook hospital dupont",2009,"inpatient_days",17943
"the medical center at bowling green",2009,"inpatient_days",74548
"three rivers medical center",2009,"inpatient_days",17234
"twin lakes regional medical center",2009,"inpatient_days",10964
"ukhealthcare good samaritan hospital",2009,"inpatient_days",34988
"university of ky hospital",2009,"inpatient_days",147426
"university of louisville hospital",2009,"inpatient_days",92478
"western baptist hospital",2009,"inpatient_days",66382
"western state hospital",2009,"inpatient_days",35616
"westlake regional hospital",2009,"inpatient_days",7676
"whitesburg arh hospital",2009,"inpatient_days",14566
"williamson arh hospital",2009,"inpatient_days",17272
"baptist hospital east",2010,"inpatient_days",131837
"baptist hospital northeast",2010,"inpatient_days",12033
"baptist regional medical center",2010,"inpatient_days",44372
"bourbon community hospital",2010,"inpatient_days",8559
"central baptist hospital",2010,"inpatient_days",84564
"central state hospital",2010,"inpatient_days",23640
"clark regional medical center",2010,"inpatient_days",8055
"clinton county hospital",2010,"inpatient_days",9667
"crittenden health system",2010,"inpatient_days",5208
"cumberland hall",2010,"inpatient_days",18002
"eastern state hospital",2010,"inpatient_days",56778
"ephraim mcdowell reg medical ctr",2010,"inpatient_days",33239
"flaget memorial hospital",2010,"inpatient_days",8176
"fleming county hospital",2010,"inpatient_days",6322
"frankfort regional medical center",2010,"inpatient_days",13703
"georgetown community hospital",2010,"inpatient_days",6048
"greenview regional hospital",2010,"inpatient_days",13289
"hardin memorial hospital",2010,"inpatient_days",55808
"harlan arh hospital",2010,"inpatient_days",20936
"harrison memorial hospital",2010,"inpatient_days",5664
"hazard arh regional medical center",2010,"inpatient_days",76337
"highlands regional medical center",2010,"inpatient_days",25268
"jackson purchase medical center",2010,"inpatient_days",18192
"jennie stuart medical center",2010,"inpatient_days",28502
"jewish hospital & st mary's healthcare",2010,"inpatient_days",108924
"jewish hospital shelbyville",2010,"inpatient_days",8397
"kentucky correctional psychiatric ctr",2010,"inpatient_days",20049
"kentucky river medical center",2010,"inpatient_days",10755
"kings daughters medical center",2010,"inpatient_days",98320
"lake cumberland regional hospital",2010,"inpatient_days",61137
"lincoln trail behavioral health system",2010,"inpatient_days",26454
"logan memorial hospital",2010,"inpatient_days",6154
"lourdes hospital",2010,"inpatient_days",49086
"meadowview regional medical center",2010,"inpatient_days",7796
"memorial hospital",2010,"inpatient_days",14070
"methodist hospital",2010,"inpatient_days",24367
"middlesboro arh hospital",2010,"inpatient_days",10006
"monroe county medical center",2010,"inpatient_days",9975
"muhlenberg community hospital",2010,"inpatient_days",7529
"murray calloway county hospital",2010,"inpatient_days",22322
"northkey community care intensive",2010,"inpatient_days",7264
"norton audubon hospital",2010,"inpatient_days",66310
"norton brownsboro hospital",2010,"inpatient_days",15435
"norton hsp/kosair chdrn hsp/norton",2010,"inpatient_days",162239
"norton suburban hospital",2010,"inpatient_days",75010
"our lady of bellefonte hospital",2010,"inpatient_days",26513
"our lady of peace",2010,"inpatient_days",71043
"owensboro medical health system",2010,"inpatient_days",70423
"parkway regional hospital",2010,"inpatient_days",3945
"pattie a clay regional medical ctr",2010,"inpatient_days",12492
"paul b hall regional medical center",2010,"inpatient_days",15651
"pikeville medical center",2010,"inpatient_days",45944
"pineville community hospital",2010,"inpatient_days",14736
"regional medical center of hopkins co",2010,"inpatient_days",34951
"ridge behavioral health system",2010,"inpatient_days",28232
"rivendell behavioral health services",2010,"inpatient_days",39561
"river valley behavioral health",2010,"inpatient_days",18742
"rockcastle hospital",2010,"inpatient_days",4282
"saint joseph east",2010,"inpatient_days",32754
"saint joseph hospital",2010,"inpatient_days",90710
"saint joseph hospital london",2010,"inpatient_days",28611
"saints mary and elizabeth hospital",2010,"inpatient_days",53139
"shriners hosp for children",2010,"inpatient_days",2947
"spring view hospital",2010,"inpatient_days",6575
"st claire medical center",2010,"inpatient_days",27550
"st elizabeth edgewood",2010,"inpatient_days",126743
"st elizabeth florence",2010,"inpatient_days",34297
"st elizabeth ft thomas",2010,"inpatient_days",25715
"st joseph mount sterling hosp",2010,"inpatient_days",7121
"t j samson community hospital",2010,"inpatient_days",21160
"taylor regional hospital",2010,"inpatient_days",12448
"the brook hospital",2010,"inpatient_days",25260
"the brook hospital dupont",2010,"inpatient_days",19520
"the medical center at bowling green",2010,"inpatient_days",77654
"three rivers medical center",2010,"inpatient_days",15645
"twin lakes regional medical center",2010,"inpatient_days",11668
"ukhealthcare good samaritan hospital",2010,"inpatient_days",35948
"university of ky hospital",2010,"inpatient_days",153441
"university of louisville hospital",2010,"inpatient_days",97180
"western baptist hospital",2010,"inpatient_days",66511
"western state hospital",2010,"inpatient_days",34192
"westlake regional hospital",2010,"inpatient_days",7286
"whitesburg arh hospital",2010,"inpatient_days",12657
"williamson arh hospital",2010,"inpatient_days",12313
"baptist hospital east",2011,"inpatient_days",127863
"baptist hospital northeast",2011,"inpatient_days",12027
"baptist regional medical center",2011,"inpatient_days",40676
"bourbon community hospital",2011,"inpatient_days",9288
"central baptist hospital",2011,"inpatient_days",84588
"central state hospital",2011,"inpatient_days",26472
"clark regional medical center",2011,"inpatient_days",8221
